id,word,words,letter,pos_en,pos_ms,morph,definition_en,definition_ms,example_semai,example_en,example_ms
g0f488ac9-c31b-4994-a82c-83f69da6858f,temperas,temperas,t,,kata nama,,"beardless barb, a type of freshwater fish","temperas, sejenis ikan air tawar",Menai eng kikep kak temperas mase kitengroj cinek.,My brother-in-law caught some beardless barb fish while fishing earlier.,Adik ipar saya mendapat ikan temperas semasa memancing tadi.
g37b7600d-658f-4876-9af1-7711ba010187,tempinis,tempinis,t,,kata nama,,"tempinis tree, a type of tree in the jungle that produces white latex","pokok tempinis, sejenis pokok kayu hutan yang menghasilkan susu getah putih",,,
g7644efa6-0c29-4631-91f6-ba2e8300bfe8,tempor,tempor,t,,kata kerja,,to combat; to attack,bertempur; menyerang,Mabek askar naitempor mai jehat de nailintas sempadan Malaysia.,Soldiers attack criminals that cross Malaysian borders.,Askar menyerang penjahat yang melintas sempadan Malaysia.
gb38aa4f1-4c0b-41dc-acdf-cb8eb8a11ccd,Temuan,Temuan,t,,kata nama,,"Temuan people, one of the Proto-Malay ethnic groups in Peninsular Malaysia","suku Temuan, orang asli dari puak Malay Proto",Eng mong nar urak kawat mai Temuan.,I have two Temuan friends.,Saya ada dua orang kawan orang Temuan.
gbd9f4981-2a1d-44b3-8c91-cbde439d2b76,temuduge,temuduge,t,,kata nama,,interview,temu duga,"Alif bicereg hol nu temuduge bomba. Amen kitelas temuduge ajeh, kek doh kiet nu latehan rekrut.","Alif has been called for an interview to become a firefighter. If he gets through the interview, he will go for recruitment training.","Alif dipanggil hadir (ke) temu duga bomba. Jika dia melepasi temu duga tersebut, dia akan pergi ke latihan rekrut."
gd6eaaf07-02dd-4295-a78c-1cbb98426ded,temun,temun,t,,kata kerja,,to face,menghadap,Deg Bah Jinal temun ru deg Wak Mayeh.,Bah Jinal's house faces Wak Mayeh's house.,Rumah Bah Jinal menghadap ke rumah Wa Mayeh.
g087cd75a-afc5-492a-9177-17504eef5323,temuteh,temuteh,t,,kata nama,,the day after tomorrow,"lusa, hari selepas esok",Ku arik temuteh doh jik mong lawatn nu Zoo Taiping.,The day after tomorrow we will visit Taiping Zoo.,Lusa nanti kami akan ada lawatan ke Zoo Taoping.
ge95391cc-595b-4bc5-9024-99fae213d60e,ten,ten,t,,kata nama,,"tin, can, a metal vessel for liquids","tin, bekas yang dibuat daripada logam",Apak eng kijual ten manah nu kedai besi.,My dad sells old cans to the metal recycling shop.,Ayah saya menjual tin lama ke kedai besi (terpakai).
g929ba58f-fd17-403b-8ef6-4bc78eda0c9e,,,t,,,,,,,,
g5af01510-9a62-46ad-af6c-c6b480369cd6,,,t,,,,,,,,
g010413e3-9191-4730-9364-841cbe8d89c7,,,t,,,,,,,,
g6ae53a3b-fda4-4b6c-8796-50f58efb4f97,,,t,,,,,,,,
gb932490b-422f-4b41-a062-3dd3579ee90c,,,t,,,,,,,,
gec51b7b3-d2af-4d5a-ab77-f6c8607034ea,,,t,,,,,,,,
g5803f8c6-9755-4db8-94d8-1485079fda03,,,t,,,,,,,,
g9765dd26-cbf5-430c-a493-a8a6ea8040b9,,,t,,,,,,,,
g3723a237-204e-4ba9-91eb-75842a0f1bcb,,,t,,,,,,,,
g583dfbc0-e514-4504-ac03-0ca0e97ac577,tendang,tendang,t,,kata kerja,,to kick,tendang; sepak,Kengwat kitendang lei begut pintu.,He kicked the door so hard that he broke it.,Kuat betul dia sepak sampai patah pintu.
g2d2456e8-7aab-4f1b-b482-560cb62f2d4c,tenek,tenek,t,,kata nama,,older sibling; older brother or sister,saudara kandung yang lebih tua dari diri sendiri,"Muh tenek kendor eng Wak Rika, mu tenek keral eng Baj Jesi.","My older sister's name is Wak Rika, and my older brother's name is Bah Jesi.","Nama kakak saya Wak Rika, nama abang saya Bah Jesi."
g4abee59c-e18d-4d7c-85c1-efe6420cc253,tenek-menang,tenek-menang,t,,kata nama,,sibling; brother and sister,adik-beradik; saudara kandung,"Mai selalo naisangka Bah Sam ru Bah Def ajeh mai kileeq, padehal ubai ajeh tenek-menang, pek mai kilek.","People always assume that Bah Sam and Bah Def are strangers to each other, but the truth is that they are siblings, not strangers.","Orang selalu menyangka (bahawa) Bah Sam dan Bah Def itu orang lain (yang tidak mempunyai perkaitan darah), padahal mereka itu adik-beradik, bukannya orang lain."
g238726c6-ed4b-4d11-b388-7338cbaf26cd,tenem,tenem,t,,penjodoh bilangan,,"classifier for a complete day (with Semai number one, two and three)","bagi hari yang lengkap (bagi satu, dua dan tiga dalam Bahasa Semai)","Bah Rilan ru ikenah ubai melancong seminggu nu Amerika. Ubai baigei nutenem ku New York, niq tenem ku Dallas, nar tenem ku Virgina, ru nar tenem nij ku Las Vegas. Sepanjang tujoh arik ubai ku peteh, ubai betol-betol bairiag baiha-chak ha canak!","Bah Rinlan and his wife went for a holiday to the US. They spent one day at New York, three days at Dallas, two days in Virginia, and two more days at Las Vegas. For the seven days they were there, they really missed eating rice!","Bah Rilan dan isterinya melancong seminggu ke Amerika. Sehari mereka tinggal di New York, tiga hari di Dallas, dua hari di Virgina, dan dua hari lagi di Las Vegas. Sepanjang tujuh hari mereka tinggal di situ, mereka betul-betul rindu mahu makan nasi!"
g828e9460-1fd4-496b-9fa6-740f94ffebb5,tengah,tengah,t,,,,to be in the middle of (doing something),sedang,Bah Mat tengah kicakcak ru Bah Ron. ,Bah Mat was eating with Bah Ron.,Bah Mat sedang makan dengan Bah Ron. 
g828e9460-1fd4-496b-9fa6-740f94ffebb5,tengah,tengah,t,,,,while,ketika; sambil,"Tengah Bah Mat ru Bah Ron ubai cakcak, aleh-aleh mije caknak ubai ajeh kisarep.","While Bah Mat and Bah Ron were eating, suddenly their table collapsed.","Ketika Bah Mat dan Bah Ron sedang makan, tiba-tiba meja makan mereka itu runtuh. "
g877d7f97-7f53-40fe-8efe-1b3ede7be6e7,tengas,tengas,t,,kata nama,,"copper mahseer, a type of freshwater fish",ikan tengas,Enjop eng kirendang kak tengas de kiberkep mase kitengroj pegelap cinek sebegei icaknak tengah ariik.,My grandmother is frying the copper mahseer that she caught this morning for her lunch.,Nenek saya menggoreng ikan tengas yang dia dapat semasa memancing pagi tadi sebagai makanan tengah harinya.
gcfeee273-20ee-4b45-a196-df5a40c7cd86,tengat,tengat,t,,kata nama,,constipation; difficulty in emptying the bowels,sembelit; sukar buang air besar,Wak Sal birok ya iamek medei ikenon kitengat ya nar tenem pek kicacoh tapi lekat pek kien nu klinik.,"Wak Sak was scolded by her mother because her son had been constipated for two days and not able to defecate, but she still did not take him to the clinic.","Wak Sal dimarahi oleh ibunya kerana anaknya sembelit sudah dua hari tidak membuang air besar, tapi masih tidak dia bawa (anaknya) ke klinik."
gc3f45e4f-f4b3-4a1b-a32d-3735c40b3f33,tengau,tengau,t,,kata sifat,,to have a headache; painful in head,sakit kepala; pening,Amek jop eng kidakdak taleh medei tengau ikui.,My grandmother is just laying down because she has headache.,Nenek saya baring sahaja kerana kepalanya sakit.
gf3d6d144-0b4c-46a3-8221-0c1def4be002,tenggileng,tenggileng,t,,kata nama,,pangolin; scaly ant-eater,tenggiling,Tengileng hunen ya gumakin kaha-pupus medei jeoi mai naimuru naiha-jual naiha-berkep ha duet.,"Pangolins are already almost extinct because there are a lot of people hunting them, to sell them for money.",Tenggiling sekarang sudah semakin hampir pupus kerana ramai orang memburunya untuk dijual bagi mendapatkan wang.
g095ef4d5-42aa-4505-abd4-5027b963aac4,tenghak,tenghak,t,,kata kerja,,to sin; to do something that violates the beliefs or beliefs of a community,"berdosa, melakukan kesalahan; melakukan sesuatu perkara yang melanggar adat kepercayaan atau kefahaman sesuatu kefahaman masyarakat","Mai hik naipecaya amen pek hicerengai bengwal mai engrak, hik doh hitenghak. Icuntoh, hikep senusah ru nehajap medei pek hicerengai bengwal mai engrak. ","Orang Asli believe that if someone does not obey his parents, he is sinning. For example, he will have difficulties and be poor because he does not listen to his parents. ","Orang Asli mempercayai (bahawa) jika kita tidak mendengar kata-kata orang tua, kita akan mendapat dosa. Contohnya (adalah seperti), mendapat kesusahan dan kemiskinan kerana tidak mendengar kata-kata orang tua. "
g2f5b319a-97f3-4515-ba71-d293cfe673c1,tenghen,tenghen,t,,kata kerja,,to hear,dengar,Wa Ana kitenghen ma iamek kibual.,Wa Ana hears what her mother says.,Wa Ana mendengar apa yang maknya cakap.
gd1452948-84c2-444d-9817-07f974788bd1,tengheng,tengheng,t,,kata sifat,,to be over,sudah habis,"""Mongka betar ku ilemok?"" ""Ya tengheng bisij.""","""Are there petai beans on the tree?"" ""It's already gone, being stolen.""","""Adakah petai di atas pokok?"" ""Sudah habis dicuri."""
g1447f913-dbe9-4ac6-a608-3478e3b62903,tengher,tengher,t,,kata nama,,spell; incantation; words or sounds uttered as a magic spell,jampi; mentera; sihit,Halak kiguna tengher kiperyep nyaknik mai nyaknyik.,The witch-doctor used a spell to heal the sick person's disease.,Bomoh menggunakan jampi untuk menyembuhkan penyakit pesakitnya.
g4da22245-cb65-477b-b508-9526ff2755da,tengkar,tengkar,t,,kata kerja,,"to borrow goods or equipment belonging to others with or without permission, even if one already has those goods or equipment","pinjam, menggunakan barangan atau peralatan milik orang lain dengan izin atau sebaliknya, walaupun sudah mempunyai barang atau peralatan tersebut",Bah Man kigemar betengkar ha hak mai padehal hak ilei pen mong.,"Bah Man likes to borrow other's things, even though he also has his own.",Bah Man suka menggunakan barang orang lain walaupun dia ada memiliki barang tersebut.
g4da22245-cb65-477b-b508-9526ff2755da,tengkar,tengkar,t,,kata kerja,,to wear unfit clothes,memakai pakaian yang tidak sesuai saiz,Amek Wa Ngah kicerite ha kenon menaleh de kitengkar ha ibaju hamapen ibaju ajeh it.,"Wah Ngah's mother told us about her daughter who wore clothes that did not fit her, even though her clothes were tight.",Ibu Wah Ngah mencerita mengenai anak perempuan yang memakai bajunya yang tidak sesuai dengan saiznya walaupun bajunya itu sempit.
g627f9836-c406-4049-9418-5ff9276bc22b,tengkulok,tengkulok,t,,kata nama,,headdress,tengkolok,Penganten keral kilog tengkulok ku ikui mase kibesandéng.,The bridegroom wore a headdress during the sitting-in-state ceremony.,Pengantin lelaki itu memakai tengkolok di kepalanya semasa bersanding.
g139bdad1-fb75-44b3-ae1e-90d090c8ea41,tengloh,tengloh,t,,kata nama,,visitor;  people who come to visit the home; people who are invited to attend a ceremony,tetamu; orang yang datang melawat ke rumah; orang yang dijemput untuk hadir ke dalam sesuatu majlis,"Amek eng ru tetenek kerdor eng sibok naibrenchet ku dengwal medei naiha-jamu tengloh, kekawat apak de naihol ju Pahang.","My mother and my sisters are busy cooking in the kitchen because they want to prepare food for the visitors, who are my father's friends from Pahang.","Ibu dan kakak-kakak saya sibuk memasak di dapur kerana mereka mahu menjamu tetamu, (iaitu) kawan-kawan bapa (saya) yang datang dari Pahang."
gfe329975-9fa6-4b69-8fca-b47c1be440de,tenglor,tenglor,t,,kata nama,,"pipe; something (bamboo, pvc, cement, etc.) used to channel water flow ","paip; sesuatu (belahan buluh, paip pvc, dsb.) yang digunakan untuk melancarkan aliran air ","Ku jaman manah entem, mase pekseg lekat mong teu pili, mai hik naiguna tenglor awat naisambung teu nu deng teu.","Long ago, before pipe water was introduced, the Orang Asli used bamboo pipes to channel water to the bathroom.","Pada zaman dahulu, semasa belum ada air paip, Orang Asli menggunakan paip buluh (bagi) menyambungkan air ku bilik air."
g723b6621-c8fb-46cb-8f87-d1bb11bc1f40,tengor,tengor,t,,kata sifat,,to have a headache; painful in head,sakit kepala,"Apak Wak Mar kihol nu madeg jik, kisemanj penglaay medei tengor ikui kena ya manik mase kijog ju kerjak cinek.","Wak Mar's father came to our house to ask for medicine for his headache, because he had been caught in the rain on the way home from work earlier.","Bapa kepada Wak Mar datang ke rumah kami, meminta ubat kerana kepalanya sakit kerana ditimpa hujan semasa pulang dari kerja tadi."
g3d308738-28e9-435d-9c90-a1ef2dc3f627,,,t,,,,,,,,
ge4944281-6d76-4794-9966-bb31b85aa137,,,t,,,,,,,,
g196f35d2-d737-410a-bea3-6716187c33cc,,,t,,,,,,,,
g9120f4df-4026-45c8-b6c6-12dae9e7e28d,tengrol,tengrol,t,,kata nama,,water flowing through a bamboo channel or from a pipe; spring water,pancuran air; air yang disalurkan dengan menggunakan buluh,Entem jik jiguna teu tengrol sebelum mong teu pili.,Formerly we used spring water that was channeled through bamboo pipes before we had tap water.,Dahulu kami menggunakan air pancur yang disalurkan oleh buluh sebelum adanya air pili.
g0b4964b0-bf6e-4f73-a952-52245265db08,tengteg,tengteg,t,,kata nama,,hornet living in the holes of trees. ,tebuan yang tingggal di dalam lubang-lubang pokok,Tengkeg naibeh deg ku keneng sempak.,Hornets make their nest in durian trees.,Tebuan membuat sarang di pokok durian.
g2eeef9b6-a641-445b-aa48-d824ad51dfe5,tengwag,tengwag,t,,kata nama,,"'tin' snake, a type of snake",ular timah,Menang eng kibakek nuikor tengwak ku kateh lungkang.,My brother saw a 'tin' snake in the ditch.,Adik saya ternampak seekor ular timah di dalam longkang.
g231c0d18-602e-4629-8241-87e919c27f4b,,,t,,,,,,,,
gba5ae762-3f7d-4203-987c-b25ab22ad4b2,,,t,,,,,,,,
ga263747c-ad1c-4368-85ec-2e79c095db2e,tenlug,tenlug,t,,kata nama,,"gauge, an instrument used to measure","tolok ukuran, sejenis alatan yang digunakan untuk mengukur",,,
g26e204e3-f419-4b5a-b151-531789667183,,,t,,,,,,,,
gf48ccea0-08c0-48a9-a221-3e767edc987d,tentu,tentu,t,,kata sifat,,certain,tentu,"Iarik pek tentu, entah kiku-manik gikdoh.","The weather is not certain, maybe it will rain.",Cuaca tak menentu entah-entah nanti hujan.
g7f6bc121-51ac-4dbb-ba1c-75ffaa1e5142,tenulis,tenulis,t,,kata nama,,writing; handwriting,tulisan; catatan; coretan; karya,"Bor tenulis Wak Intan, buleh hipaham amen hibaca.","Wak Intan's handwriting is beautiful, we can easily understand if we read it. ","Cantik tulisan Wak Intan, boleh difahami jika dibaca."
gca0d99dd-f587-4ccd-ae29-f46be0910aa4,,,t,,,,,,,,
g6d62ccec-9aa0-4ea7-ad34-7a0d1d928024,tenumpang,tenumpang,t,,kata nama,,lodging,tumpangan; tempat tinggal,,,
gf78fe0ce-da3b-465e-a02e-1e6af9228290,,,t,,,,,,,,
g8462c1b3-421f-4c03-89c9-97eb7a3fc0f5,teop,teop,t,,kata kerja,,to boil; to steam,merebus; mengukus,Jak eng kiteop bejehuk ha ngeknut teh dui adeh.,My mother-in-law boiled cassava for afternoon tea.,Mak mertua saya merebus ubi kayu bagi minum petang.
g04610dc5-67c6-4138-80c8-0778ce7f974d,tepas,tepas,t,,kata nama,,"a type of weaving that uses the polished bar sticks to be used for a home wall, etc.",sejenis anyaman yang menggunakan bilah-bilah batang bertam yang sudah diraut untuk dijadikan dinding rumah dsb.,"Hunen ya susah hiha-neng deg de idinig ju tepas. Ku kampug jik, had deg atok eng taleh de idinig deg ya tepas. Deg mabek kilek amen pek ya awat atao papat, mesti ya simen.","Nowadays it is hard to see a house with a tepas wall. In our village, only the wall of my grandfather's house is made from tepas. Other houses, if the walls are not bamboo or wood, must be made of cement.","Sekarang sudah susah untuk kita lihat rumah yang dindingnya dari tepas. Di kampung kami, cuma rumah datuk saya sahaja yang dindingnya dari tepas. Rumah yang lain jika tidak dari buluh atau papan, mesti dari simen."
g24fe6548-70b7-4f1c-ac98-7af2db90a30e,tepog,tepog,t,,kata nama,,"a type of medicine, medicinal powder made from rice and pandan leaves that have been ground",sejenis ubat; tepung yang dicampur bersama dengan daun pandan dan seterusnya digiling untuk dijadikan ubat-ubatan dalam perawatan tradisional masyarakat Orang Asli,,,
gcf323080-cd46-4158-82f9-4acd9318fad2,tepok,tepok,t,,kata kerja,,to clap,tepuk,Dij mai enai tepok teg telas Perdana Menteri dij kiberucap.,All the people clapped their hands after the Prime Minister finished speaking.,Semua orang menepuk tangan selepas Perdana Menteri habis berucap.
g9d601496-21ed-4d7a-9e35-44d37f8b47c6,ter,ter,t,,kata kerja,,"to be scratched, to be cut or to bleed on the limbs as a result of shifting something","calar, luka atau berdarah pada anggota tubuh badan akibat bergesel dengan sesuatu ",Ter ijog kena ya timbok medei kiyog ju mutu mase kijog ju ikerjak.,His foot was scratched on the road because he fell from his motorcycle on the way home from work.,Kakinya calar terkena jalan raya kerana dia jatuh dari motor semasa pulang dari kerja.
gbe8776a0-0c25-4ecd-a790-9926b05a851f,tera,tera,t,,kata nama,,valley,kawasan tanah rendah (di kaki bukit atau di kaki gunung),,,
g28ced3ac-3aae-4433-98b5-c6caaf4de9c8,terak,terak,t,,kata nama,,truck,trak; sejenis kenderaan dagang yang beroda empat,Bah Renan biangkot ya terak Pulis nu jel medei kitelibat ru lumbe haram.,Bah Renan was transferred to the jail by a police truck because he was involved with illegal motorcycle racing.,Bah Renan diangkut oleh trak Polis ke penjara kerana dia terlibat dengan lumba haram.
g4c5dc3ef-1e8e-4dc1-b9c3-f9ba14a2a6b9,teramis,teramis,t,,kata nama,,type of freshwater fish,"sejenis ikan sungai, dikenali juga dengan nama ikan sisik tenang dan dengan belakangnya ada satu titik berwarna hitam","Mase jibejala kak cinek, jik jeoi jikep kak teramis.",We caught a lot of teramis fish when we were fishing with a net.,"Semasa kami menjala tadi, kami mendapat banyak ikan teramis."
gb425ab32-79ab-4547-b77b-ec697d0e8add,terang,terang,t,,kata sifat,,bright,terang; jelas; tidak kabur; sinar atau cahaya yang membolehkan sesuatu dilihat dengan mata kasar,"Mase jarjog ju mesyuarat kampug cinek, jar Wak Kalsom jaryog ju mutu medei ilampu mutu walah pek terang. Pek kibakek lubang ku semakdek nong.","On the way home from the village meeting, Wak Kalsom and I fell from the motorcycle because her motorcycle light was not bright enough. She did not see the hole in the middle of the road.","Semasa kami pulang dari mesyuarat kampung, saya dan Wak Kalsom jatuh dari motosikal kerana lampu motosikalnya tidak terang. Dia tidak nampak lubang (yang ada) di tengah-tengah jalanraya."
g28b906c4-fa0d-47f1-9e5b-3dd19396e5b5,terap,terap,t,,kata nama,,crevasse; ravine,jurang; gaung,Nong nu Cameron Highland bingkang-bingkok ru jeoi terap. Ya jeoi kerite de eksiden naiyog ku kateh terap ku nong ajeh.,The road to Cameron Highlands is a windy road with lots of ravines. Lots of cars have accidentally fallen into the ravine (at the side) of that road.,Jalan ke Cameron Highland (adalah) bengkang-bengkok dan banyak gaung. Sudah banyak kereta yang kemalangan jatuh ke dalam gaung di jalan tersebut.
gf51876ee-cade-4e4d-8573-396b57aa529f,teratei,teratei,t,,kata nama,,"lotus, a type of water plant that grows in lakes","teratai, sejenis tumbuhan air yang tumbuh di dalam tasik","Mase cuti sekulah padeh jeh, jik nuperingak jirahroh nu Taiping. Mong jicekcip nu Tasik Taiping ru jineng mong jeoi teratei ku tasek ajeh.","During the recent school holiday, our whole family went to Taiping for a holiday. We went to Taiping Lake and saw that there were a lot of lotus plants on that lake.","Semasa cuti sekolah tempoh hari, kami sekeluarga berjalan-jalan ke Taiping. Kami ada pergi ke Tasik Taiping dan melihat ada banyak teratai di tasik tersebut."
g16c9f8f6-c69a-468b-9bdf-c636f9dd8d5a,terayel,terayel,t,,kata nama,,stream; brook,"anak sungai, sungai kecil; tali air","Mase jisanget, jik selalo jirengrop kenon kak ku teu terayel.","When we were kids, we always went to catch fish by hand at the stream.","Semasa kami masih kanak-kanak, kami selalu menangkap anak ikan di anak sungai."
g11a310cb-576a-42a8-aed1-a85e71a8c34d,terbeg,terbeg,t,,kata kerja,,"to complete, to fulfill","menyempurnakan, mempenuhi",,,
g27440651-d3ed-4afd-8d93-d71d22069c9a,,,t,,,,,,,,
g23ba5983-c279-4275-97a6-5528868e1fc5,terbot,terbot,t,,kata kerja,,"to put somebody on a ride (horse, chariot, car, etc)",menaikkan ,,,
g1b6194fa-6240-4887-bdf2-462a3aa68324,terbuk,terbuk,t,,kata kerja,,"to approach; to come across, to encounter; to meet",menghampiri; berjumpa,Eng doh ngterbuk Encik Hamdan pukul 11 pegelap ku ipejabat.,I will meet Mr. Hamdan at 11 a.m. at his office.,Saya akan berjumpa Encik Hamdan pada jam 11 pagi di pejabatnya.
g02eadadd-739b-4ced-bb58-0b995246e26a,terbul,terbul,t,,kata nama,,a type of fish; bonylip barb; hard-lipped barb; silver sharkminnow,ikan terbul; sejenis ikan air tawar,Jik jeoi jikep kak terbul mase jibejala kelemnek.,We caught a lot of bonylip barbs when we were fishing with nets yesterday.,Kami banyak mendapat ikan terbul semasa menjala ikan semalam.
gc684b8d1-b9a1-465b-a341-80da390c7002,tercok,tercok,t,,kata kerja,,"to be affected by a disease, catastrophe, disaster for violating a taboo or belief (with respect to some supernatural event or something mystical)","terkena sesuatu penyakit, malapetaka, bencana kerana melanggar sesuatu pantang larang atau kepercayaan (berkenaan dengan alam ghaib atau sesuatu yang mistik)",,,
gd37cf8c4-1005-4e07-8492-f5090758e709,tereg,tereg,t,,,,another wife of a woman's husband in polygamous marriage,isteri yang lain kepada suami sendiri dalam perkahwinan poligami,Wah Limah ajeh tereg Wak Kuni. Gensir ubai ajeh Bah Sabit.,Wak Limah is another wife of Wak Kuni's husband. Their husband is Bah Sabit.,Wah Limah itu isteri yang lain kepada suami Wak Kuni. Suami mereka itu namanya Bah Sabit.
gd37cf8c4-1005-4e07-8492-f5090758e709,tereg,tereg,t,,,,when the first wife calls another wife of her own husband,panggilan isteri yang lain kepada suami sendiri untuk isteri yang pertama ,,,
g831d7222-9186-4744-859e-4c8c2ffe7743,terek,terek,t,,kata sifat,,difficult; hard,susah; sukar,Bah Ket sedeh kirasa medei ikerjak sekulah Matematik ajeh ihad susah. Bok hentok de buleh betulog kiseryap ikerjak sekulah medei rimnar iapak ru iamek pek ubai besekulah entem.,Bah Ket was sad because his maths homework was very hard. Nobody could help him because neither of his parents had ever been to school.,Bah Ket merasa sedik kerana kerja sekolah Matematiknya sangat susah. Tiada siapa yang mampu menolong dia menyiapkan kerja sekolahnya tersebut kerana kedua-dua ibu bapanya tidak besekolah dahulu.
gbef61f76-d0a5-46a9-a636-af57d48b0bc6,terenglas,terenglas,t,,kata kerja,,"to free, to liberate, to release",membebaskan,,,
g98beb063-8e9b-44e4-a948-ec050ada7463,,,t,,,,,,,,
ga9ffa15a-1757-404e-9d42-6a6121e47ab4,,,t,,,,,,,,
gb34d8133-5c31-4388-a7fe-52702e530f84,terlaj,terlaj,t,,kata nama,,"disaster; catastrophe; something that happens to a person or a place as a result of violating the custom of belief or in violation of the law of a god or sprite, etc.","bencana; malapetaka; hal atau perkara yang menimpa seseorang atau sesuatu tempat akibat melanggar adat kepercayaan atau melawan hukum tuhan, dewa dsbnya","Mai hik naipecaya, amen hidajal ha binatag doh mest hikena terlaj. Bibalas ya jenang bahneh enai ajeh ru pes jear, atao beag, atao garaj.","Orang Asli people believe that if we torture animals, we will be repaid with natural disasters. God will pay back their actions with violent storms or floods or land slides.","Orang Asli percaya (bahawa) jika kita mendera binatang, nanti kita akan kena (balasan) malapetaka. Dibalas oleh tuhan perbuatan mereka itu dengan ribut petir, atau banjir, atau tanah runtuh."
gea8e79db-2709-4080-83dd-ffa0ea4493fb,terlapau bernos,terlapau bernos,t,,kata nama,,hothead; a person who gets mad easily,pemarah; individu yang mudah marah,Bah Rajot terlampau bernos pek kikira ru sanget pen kaha-belal juga.,"Bah Rajot is a hotheaded, even with kids he will be angry too.","Bah Rajot seorang yang pemarah, dia tidak mengira dengan kanak-kanak pun dia (akan) marah juga."
g9fc9d140-d80e-4b97-a5e6-d0f61f944eec,terlas,terlas,t,,kata kerja,,to let go; to free; to release,melepaskan; membebaskan,Amin kiterlas cerek de kibela sejak cenek ajeh pai kiyos.,Amin set free the squirrel that he had raised from birth.,Amin membebaskan tupai yang dibelanya sejak tupai tersebut baru lahir.
g2d3318b5-5a52-4d6a-8613-1c7c3f277566,terloh,terloh / 1,t,,kata kerja,,to show off; to tend to demonstrate superiority,menunjuk-nunjuk; suka memperlihatkan kelebihan yang ada pada diri,"Bah Zul numom neterloh, terutame ikerjak kek pek memerip ajeh.","Bah Zul is a person who shows off himself, especially his job which isn't very important.","Bah Zul seorang yang suka menunjuk-nunjuk, terutamanya jawatannya yang tidak seberapa itu."
g6465234b-c736-4b2b-94f7-38bd3efb1758,terloh,terloh / 2,t,,kata kerja,,to possess in a shamanic trance (evil spirits),merasuki dalam keadaan sawai (roh-roh),Bah Sani bien nu halak medei ilei biterloh ya nyanik mase kimamuh ku teu talag ku kampug englag.,Bah Sani was brought to the shaman because he had been possesed by a ghost when he was bathing at the waterfall in the neighbouring village.,Bah Sani dibawa ke tok bomoh kerana dia dirasuki oleh hantu ketika mandi di air terjun di kampung sebelah.
ga38c3a77-58bd-46fa-842d-4c00624e3ec7,,,t,,,,,,,,
g86ba77ab-a529-481a-901c-471f2ebcaba0,termuk,termuk / 1,t,,kata kerja,,to marry; to match up ,menjodohkan; mengahwinkan; menyatukan sebagai pasangan suami isteri,Tenek eng bitermuk ru litau mai Bidor.,My older sister is married to a young man from Bidor.,Kakak saya dijodohkan dengan pemuda dari Bidor.
g98f21947-6d18-4a51-8223-6f53a4dfd7d8,termuk,termuk / 2,t,,kata kerja,,to combine firewood with charcoal to make a stronger flame,menyatukan kayu api yang mempunyai bara supaya dapat menyalakan api yang lebih besar,Bah Uda kitermuk jehuuq os ajeh dea sej de kisalei gij kicet.,Bah Uda put charcoal on the firewood so that the meat that he was roasting would be cooked faster.,Bah Uda menyatukan bara pada kayu api supaya daging yang di salainya cepat masak.
g69e56045-cdec-4d81-8f9f-91a730c16dac,terneng,terneng,t,,kata kerja,,to see,nampak,,,
gc7dc92c1-7afd-448b-8abd-61d851ed5069,ternyol,ternyol,t,,kata kerja,,to point a finger in direction or at an object,mengacukan jari; menunjukkan jari pada sesuatu arah atau objek,Sanget ajeh kijinjap sambil kiteryol nu itenek de beusek ha kek.,The child was crying while pointing her finger at her older brother who was teasing her.,Budak itu menangis sambil mengacukan jari kepada abangnya yang mengusiknya.
gc7dc92c1-7afd-448b-8abd-61d851ed5069,ternyol,ternyol,t,,kata kerja,,to show; to display; to reveal,menunjukkan; memapar; memperlihatkan; mendedahkan,Tenek eng kiteryol senalah eng de ngcereh pingat kaca ku amek jik.,My older brother exposed to our mother my misdemeanour of breaking a glass dish.,Abang saya mendedahkan kesalahan saya yang memecahkan pinggan kaca kepada ibu kami.
g77f312f7-d6d2-451e-bccb-2f564729ea18,ternyul,ternyul,t,,kata kerja,,to point,mengacukan jari; menunjukkan jari pada sesuatu arah atau objek,,,
gd27b1f1c-985e-4a15-821e-fa1d5b60e193,terog,terog,t,,kata nama,,brinjal; eggplant; aubergine,terung,Amek eng jeoi kicet keneng terog dea pek payah selalo jibeli sayo.,My mother plants many aubergine bushes so that we never need to buy vegetables.,Ibu saya ada menanam banyak pokok terung supaya kami tidak perlu selalu membeli sayur.
g3ac36f07-a138-4717-9f15-918d3ff8bd04,terog belande,terog belande,t,,kata nama,,turkey berry,terung pipit; sejenis terung kecil dan hijau yang boleh dijadikan makanan,Bor amen himasak terog belade ru kak mileh ru lada.,Turkey berry is good when it is cooked with anchovies and chili.,Terung pipit sedap jika dimasak dengan ikan bilis dan cili.
gc415838d-2633-4601-9efa-d4117113fab8,terog limbong,terog limbong,t,,kata nama,,turkey berry,terung pipit,,,
gc17c42cd-9978-4db5-ac47-f46a00001da5,terog telunjok,terog telunjok,t,,kata nama,,a type of green eggplant which is small and short ,sejenis terung kecil dan panjangnya lebih kurang dalam  5cm warnanya hijau campur putih sedikit,Eng pek buleh ngcak terog telunjok madei doh deras behej berog-ng.,I cannot eat small eggplant because my body will itch if I do.,Saya tidak boleh memakan terung telunjuk kerana badan saya akan gatal-gatal (jika saya memakannya).
